sep=;
time;model_id;model_name;port_name;data
10.5;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
10.5;1;electrode;spike_out;1
10.5;1;electrode;;{input: 30, threshold: 29, sigma: inf}
10.6;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
10.7;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
10.8;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
10.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
11;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
11.1;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
11.2;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
11.3;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
11.4;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
11.5;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
11.6;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
11.7;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
11.8;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.6}
11.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.5}
12;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.4}
12.1;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.3}
12.2;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.2}
12.3;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.1}
12.4;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
12.5;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
12.6;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
12.7;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
12.8;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
12.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13;2;neuron;;{emit_spike: 1, V: 30, sigma: 0.1, refractory: 2}
13.1;1;electrode;;{input: 30, threshold: 29, sigma: 0}
13.1;2;neuron;potential_out;30
13.1;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
13.1;1;electrode;spike_out;1
13.1;1;electrode;;{input: 30, threshold: 29, sigma: inf}
13.2;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
13.3;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
13.4;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
13.5;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
13.6;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
13.7;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
13.8;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
13.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
14;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
14.1;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
14.2;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
14.3;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
14.4;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.6}
14.5;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.5}
14.6;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.4}
14.7;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.3}
14.8;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.2}
14.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.1}
15;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.1;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.2;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.3;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.4;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.5;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.6;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.7;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.8;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
16;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
16.1;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
16.2;2;neuron;;{emit_spike: 1, V: 30, sigma: 0.1, refractory: 2}
16.3;1;electrode;;{input: 30, threshold: 29, sigma: 0}
16.3;2;neuron;potential_out;30
16.3;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
16.3;1;electrode;spike_out;1
16.3;1;electrode;;{input: 30, threshold: 29, sigma: inf}
16.4;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
16.5;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
16.6;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
16.7;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
16.8;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
16.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
17;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
17.1;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
17.2;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
17.3;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
17.4;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
17.5;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
17.6;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.6}
17.7;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.5}
17.8;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.4}
17.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.3}
18;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.2}
18.1;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.1}
18.2;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
18.3;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
18.4;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
18.5;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
18.6;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
18.7;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
18.8;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
18.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
19;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
19.1;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
19.2;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
19.3;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
19.4;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
19.5;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
19.6;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
19.7;2;neuron;;{emit_spike: 1, V: 30, sigma: 0.1, refractory: 2}
19.8;1;electrode;;{input: 30, threshold: 29, sigma: 0}
19.8;2;neuron;potential_out;30
19.8;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
19.8;1;electrode;spike_out;1
19.8;1;electrode;;{input: 30, threshold: 29, sigma: inf}
19.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
19.9;1;electrode;;{input: 30, threshold: 29, sigma: inf}
19.9;2;neuron;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
